Data,Acquisti MWh,Vendite MWh,€/MWh
24/01/2022,"7.051,06","5.344,17",250
24/01/2022,"6.340,60","5.183,48","228,8"
24/01/2022,"5.555,61","4.459,97","208,93"
25/01/2022,"4.963,88","2.993,48","220,27"
25/01/2022,"4.611,93","2.613,34","212,9"
25/01/2022,"4.391,40","2.405,60","203,75"
25/01/2022,"4.325,86","2.392,69","196,24"
25/01/2022,"4.366,44","2.352,85","198,89"
25/01/2022,"4.630,69","2.536,11","215,01"
25/01/2022,"5.473,17","3.700,83",268
25/01/2022,"6.444,39","4.739,72","340,68"
25/01/2022,"6.771,16","5.204,74","325,72"
25/01/2022,"7.152,59","5.506,28",300
25/01/2022,"7.510,40","5.481,80",224
25/01/2022,"7.409,16","5.038,71",220
25/01/2022,"7.282,33","4.721,02","205,54"
25/01/2022,"6.998,52","4.332,79","202,01"
25/01/2022,"7.105,09","4.606,28","210,33"
25/01/2022,"7.262,01","5.076,90","234,03"
25/01/2022,"7.528,66","4.922,43","303,79"
25/01/2022,"7.563,27","4.881,02","356,82"
25/01/2022,"7.790,23","5.067,13",399
25/01/2022,"7.903,81","4.951,80","373,75"
25/01/2022,"7.748,44","4.745,16","306,79"
25/01/2022,"7.151,75","4.548,62","262,03"
25/01/2022,"6.425,68","4.353,11","238,82"
25/01/2022,"5.612,16","3.246,93",215
26/01/2022,"4.962,14","2.615,12","244,86"
26/01/2022,"4.601,81","2.264,84",235
26/01/2022,"4.383,81","2.240,27","231,86"
26/01/2022,"4.321,43","2.223,91",228
26/01/2022,"4.355,65","2.130,24","225,01"
26/01/2022,"4.635,24","2.228,67","233,16"
26/01/2022,"5.460,26","3.682,21","264,79"
26/01/2022,"6.379,81","4.698,33","309,89"
26/01/2022,"7.147,34","5.328,58","361,92"
26/01/2022,"7.557,56","5.661,68","344,28"
26/01/2022,"7.549,93","5.639,57","283,45"
26/01/2022,"7.466,78","5.372,49","239,04"
26/01/2022,"7.316,35","4.995,73","230,99"
26/01/2022,"7.088,70","4.563,76","225,99"
26/01/2022,"7.169,43","4.876,90",238
26/01/2022,"7.382,64","5.108,66","259,36"
26/01/2022,"7.610,84","4.986,09","274,28"
26/01/2022,"7.969,67","5.143,63","301,48"
26/01/2022,"8.239,15","5.221,40",343
26/01/2022,"8.213,76","5.076,54","313,79"
26/01/2022,"7.702,52","4.933,55","291,63"
26/01/2022,"7.096,74","4.757,40","251,77"
26/01/2022,"6.379,29","4.361,95","242,77"
26/01/2022,"5.555,42","3.924,47","238,7"
27/01/2022,"4.970,29","3.358,70","238,4"
27/01/2022,"4.629,60","3.010,01","231,45"
27/01/2022,"4.411,98","2.646,18",229
27/01/2022,"4.363,84","2.644,89","223,08"
27/01/2022,"4.373,09","2.652,18","221,36"
27/01/2022,"4.651,69","3.047,62",230
27/01/2022,"5.549,22","4.557,55","260,01"
27/01/2022,"6.521,74","5.185,86",300
27/01/2022,"7.244,88","5.706,92","353,56"
27/01/2022,"7.640,23","5.928,76","327,04"
27/01/2022,"7.658,85","5.969,19","294,94"
27/01/2022,"7.522,70","5.908,86","270,78"
27/01/2022,"7.385,84","5.645,25","260,56"
27/01/2022,"7.153,02","5.561,67",245
27/01/2022,"7.250,48","5.042,47",247
27/01/2022,"7.423,63","5.055,41",255
27/01/2022,"7.612,30","5.069,96","266,16"
27/01/2022,"7.966,20","5.163,48","295,8"
27/01/2022,"8.219,84","5.323,70",321
27/01/2022,"8.189,85","5.314,85","308,03"
27/01/2022,"7.738,89","5.318,47","285,11"
27/01/2022,"7.127,02","5.059,27","240,16"
27/01/2022,"6.374,67","4.911,59",239
27/01/2022,"5.572,57","3.710,31","223,62"
28/01/2022,"4.907,94","3.204,25","232,13"
28/01/2022,"4.561,51","3.147,02",220
28/01/2022,"4.334,81","3.103,91","216,95"
28/01/2022,"4.275,00","3.131,37","217,26"
28/01/2022,"4.272,93","3.174,52","214,81"
28/01/2022,"4.562,45","3.397,04","220,73"
28/01/2022,"5.397,45","4.619,93","253,9"
28/01/2022,"6.392,58","5.611,56","305,58"
28/01/2022,"7.040,66","5.918,96","327,68"
28/01/2022,"7.435,75","6.115,28",310
28/01/2022,"7.461,35","6.140,37","293,08"
28/01/2022,"7.380,77","5.992,95",270
28/01/2022,"7.289,58","5.838,59","256,79"
28/01/2022,"7.056,07","5.251,09","246,02"
28/01/2022,"7.176,58","5.423,31","242,91"
28/01/2022,"7.296,04","5.280,02","272,64"
28/01/2022,"7.517,37","5.260,41",290
28/01/2022,"7.854,55","5.386,75","317,91"
28/01/2022,"8.061,02","5.584,33",330
28/01/2022,"8.053,33","5.713,67","300,63"
28/01/2022,"7.555,44","5.798,12",250
28/01/2022,"6.928,68","5.635,15","242,74"
28/01/2022,"6.254,83","4.835,96","232,13"
28/01/2022,"5.505,78","4.053,63","217,99"
29/01/2022,"4.863,64","3.192,67","231,7"
29/01/2022,"4.514,93","2.693,51","224,83"
29/01/2022,"4.280,67","2.664,45","216,53"
29/01/2022,"4.204,26","2.693,02","212,62"
29/01/2022,"4.182,10","2.714,89",212
29/01/2022,"4.303,94","2.715,54","215,13"
29/01/2022,"4.744,58","3.250,39","234,05"
29/01/2022,"5.267,75","3.442,95","248,39"
29/01/2022,"5.784,60","3.700,04","267,88"
29/01/2022,"6.184,15","4.153,76","250,12"
29/01/2022,"6.220,40","4.369,48","236,02"
29/01/2022,"6.116,20","4.109,76","220,87"
29/01/2022,"6.039,29","4.142,29","217,41"
29/01/2022,"5.778,89","3.991,58","212,19"
29/01/2022,"5.669,33","3.687,90","206,99"
29/01/2022,"5.758,78","3.553,83","223,2"
29/01/2022,"6.022,96","3.648,53",243
29/01/2022,"6.559,02","4.104,36",285
29/01/2022,"6.997,71","4.071,96","330,04"
29/01/2022,"7.252,52","4.021,51",331
29/01/2022,"6.848,34","3.711,61",280
29/01/2022,"6.309,82","3.569,09","249,1"
29/01/2022,"5.754,21","3.329,98","233,66"
29/01/2022,"5.157,88","2.342,80","227,12"
30/01/2022,"4.553,98","1.680,98","227,12"
30/01/2022,"4.192,29","1.610,06","220,58"
30/01/2022,"3.900,93","1.628,33",216
30/01/2022,"3.836,45","1.669,03","207,63"
30/01/2022,"3.770,01","1.698,15","206,5"
30/01/2022,"3.863,07","1.699,89","211,34"
30/01/2022,"4.140,02","1.782,08",214
30/01/2022,"4.393,63","1.993,89",223
30/01/2022,"4.793,41","2.382,48",218
30/01/2022,"5.274,97","2.887,95","223,62"
30/01/2022,"5.560,71","3.197,27","215,82"
30/01/2022,"5.666,21","3.284,32",206
30/01/2022,"5.733,29","3.364,99",200
30/01/2022,"5.436,72","2.845,19","195,14"
30/01/2022,"5.254,38","2.693,43","197,94"
30/01/2022,"5.290,23","3.035,08","209,03"
30/01/2022,"5.485,28","3.260,49",220
30/01/2022,"5.944,80","3.723,28",229
30/01/2022,"6.403,55","4.222,14","261,5"
30/01/2022,"6.659,18","4.182,32","263,39"
30/01/2022,"6.460,10","3.912,32","234,05"
30/01/2022,"6.058,59","3.544,46","224,9"
30/01/2022,"5.552,77","2.929,46","221,26"
30/01/2022,"4.971,93","2.524,05","203,38"
31/01/2022,"4.379,01","2.395,64","208,74"
31/01/2022,"4.048,89","2.241,72","199,88"
31/01/2022,"3.872,47","1.810,11","193,43"
31/01/2022,"3.807,30","1.832,95","193,21"
31/01/2022,"3.854,80","2.124,56",194
31/01/2022,"4.158,65","2.441,40","200,95"
31/01/2022,"5.116,00","3.554,75",228
31/01/2022,"6.112,01","5.356,28","243,4"
31/01/2022,"6.995,12","5.614,32","259,72"
31/01/2022,"7.438,12","5.946,20","253,9"
31/01/2022,"7.569,79","5.995,27","233,03"
31/01/2022,"7.521,28","5.520,08",228
31/01/2022,"7.472,03","5.567,82",228
31/01/2022,"7.252,58","5.301,34","227,99"
31/01/2022,"7.318,18","5.425,84",228
31/01/2022,"7.397,10","5.832,06","231,81"
31/01/2022,"7.593,12","5.981,30","253,9"
31/01/2022,"7.887,46","5.871,84","259,11"
31/01/2022,"8.032,52","5.792,87",270
31/01/2022,"7.994,45","5.649,79",260
31/01/2022,"7.498,94","5.471,68","252,22"
31/01/2022,"6.930,71","4.577,78",228
31/01/2022,"6.228,57","3.706,97","222,99"
31/01/2022,"5.509,27","3.409,22","204,8"
01/02/2022,"4.828,75","2.338,84","208,4"
01/02/2022,"4.511,55","2.379,26","189,87"
01/02/2022,"4.261,13","1.864,60","179,26"
01/02/2022,"4.187,48","1.982,92","174,04"
01/02/2022,"4.214,29","2.020,53",169
01/02/2022,"4.517,47","2.416,43","181,62"
01/02/2022,"5.316,15","3.528,23","212,29"
01/02/2022,"6.273,95","4.309,51","269,9"
01/02/2022,"7.080,47","4.632,03",290
01/02/2022,"7.420,15","4.974,08",280
01/02/2022,"7.434,63","5.117,78","273,13"
01/02/2022,"7.249,68","5.185,98","261,5"
01/02/2022,"7.123,17","4.870,99","227,81"
01/02/2022,"6.884,84","4.629,70",221
01/02/2022,"6.978,17","4.772,65","227,81"
01/02/2022,"7.136,54","5.048,16",234
01/02/2022,"7.370,40","5.383,05","291,2"
01/02/2022,"7.677,12","5.425,03","300,1"
01/02/2022,"7.984,45","5.413,48","297,61"
01/02/2022,"7.993,80","5.259,86","286,25"
01/02/2022,"7.535,23","5.214,20","254,46"
01/02/2022,"6.938,83","4.932,00",235
01/02/2022,"6.272,80","4.024,50","228,11"
01/02/2022,"5.529,19","3.176,94","211,32"
02/02/2022,"4.919,74","3.089,64","185,52"
02/02/2022,"4.608,75","2.602,12","179,87"
02/02/2022,"4.358,62","2.218,07","169,93"
02/02/2022,"4.274,24","2.038,93","169,93"
02/02/2022,"4.283,71","2.401,58","185,52"
02/02/2022,"4.581,51","3.102,21","194,92"
02/02/2022,"5.410,15","4.608,11","203,53"
02/02/2022,"6.255,73","5.406,58","235,7"
02/02/2022,"6.993,09","5.923,33","260,1"
02/02/2022,"7.290,93","6.198,61",240
02/02/2022,"7.191,02","6.088,68","206,89"
02/02/2022,"7.026,01","5.841,15","197,83"
02/02/2022,"6.906,10","5.586,89","190,1"
02/02/2022,"6.696,74","5.247,80","188,99"
02/02/2022,"6.813,37","5.602,53","194,19"
02/02/2022,"7.004,57","5.961,94","208,1"
02/02/2022,"7.203,22","5.692,19","229,2"
02/02/2022,"7.561,36","5.696,63","252,1"
02/02/2022,"7.941,57","5.857,95","266,9"
02/02/2022,"7.917,47","5.847,77",265
02/02/2022,"7.479,17","5.721,29",237
02/02/2022,"6.913,09","5.624,77","205,01"
02/02/2022,"6.241,42","5.487,27","198,66"
02/02/2022,"5.526,03","4.348,81","190,1"
03/02/2022,"4.910,93","3.076,33","188,96"
03/02/2022,"4.542,74","2.502,96","181,56"
03/02/2022,"4.315,44","2.506,12","181,56"
03/02/2022,"4.221,35","2.508,24","177,43"
03/02/2022,"4.277,56","2.523,95","178,99"
03/02/2022,"4.569,20","2.521,85","184,39"
03/02/2022,"5.406,77","3.830,42","198,28"
03/02/2022,"6.303,57","5.595,45","232,74"
03/02/2022,"6.970,28","6.156,23",246
03/02/2022,"7.199,59","6.555,84","231,79"
03/02/2022,"7.085,89","6.381,70","201,94"
03/02/2022,"6.941,16","5.965,51",199
03/02/2022,"6.857,06","5.896,65","195,22"
03/02/2022,"6.606,72","5.510,57","192,68"
03/02/2022,"6.760,86","5.377,70","198,28"
03/02/2022,"6.947,70","5.758,04","209,67"
03/02/2022,"7.104,90","5.566,91","239,91"
03/02/2022,"7.462,44","5.624,71","274,99"
03/02/2022,"7.862,63","5.688,89","275,56"
03/02/2022,"7.886,12","5.655,85",265
03/02/2022,"7.459,85","5.480,35",240
03/02/2022,"6.893,30","5.322,45","212,67"
03/02/2022,"6.200,89","5.158,50","204,88"
03/02/2022,"5.518,40","4.339,57","194,74"
04/02/2022,"4.922,79","2.669,88","189,1"
04/02/2022,"4.549,48","2.308,20","181,32"
04/02/2022,"4.319,15","2.364,68","179,34"
04/02/2022,"4.242,94","2.416,46","179,34"
04/02/2022,"4.279,48","2.465,19","181,2"
04/02/2022,"4.553,00","3.023,43","190,4"
04/02/2022,"5.389,33","4.612,40",220
04/02/2022,"6.308,64","5.578,74","250,26"
04/02/2022,"6.865,39","6.289,99","288,18"
04/02/2022,"7.172,75","6.292,28","243,14"
04/02/2022,"7.128,72","6.193,92",203
04/02/2022,"6.983,80","5.626,49",203
04/02/2022,"6.870,56","5.452,09","193,99"
04/02/2022,"6.652,09","5.263,84","190,34"
04/02/2022,"6.754,76","5.369,43","197,79"
04/02/2022,"6.858,08","5.966,98","209,66"
04/02/2022,"7.088,63","5.837,05","242,14"
04/02/2022,"7.383,96","5.941,82",279
04/02/2022,"7.742,94","5.873,35","302,59"
04/02/2022,"7.784,78","5.692,27",280
04/02/2022,"7.432,44","5.328,10",240
04/02/2022,"6.819,16","5.211,18","211,74"
04/02/2022,"6.165,41","4.722,28","204,74"
04/02/2022,"5.488,08","3.390,49","193,99"
05/02/2022,"4.881,00","2.589,55","214,56"
05/02/2022,"4.494,20","2.223,40","206,89"
05/02/2022,"4.239,20","2.143,90","199,61"
05/02/2022,"4.137,67","2.012,56","196,94"
05/02/2022,"4.168,51","1.888,59","199,61"
05/02/2022,"4.329,50","1.779,61","206,89"
05/02/2022,"4.759,00","2.758,06","215,86"
05/02/2022,"5.300,98","3.251,46","247,48"
05/02/2022,"5.723,73","3.516,30","298,25"
05/02/2022,"6.054,32","3.847,38",310
05/02/2022,"6.075,59","3.622,01",260
05/02/2022,"5.983,19","3.583,62","216,69"
05/02/2022,"5.872,93","2.885,89","202,65"
05/02/2022,"5.689,69","2.753,21","193,36"
05/02/2022,"5.661,61","2.639,67","190,25"
05/02/2022,"5.672,52","2.674,48","202,39"
05/02/2022,"5.778,58","3.166,48","208,56"
05/02/2022,"6.145,19","3.844,68",235
05/02/2022,"6.686,47","3.952,89","262,58"
05/02/2022,"6.923,01","3.966,93","279,04"
05/02/2022,"6.608,75","3.927,86","247,87"
05/02/2022,"6.092,75","3.211,82","208,56"
05/02/2022,"5.593,66","2.721,80","208,3"
05/02/2022,"5.089,99","2.314,43","193,77"
06/02/2022,"4.634,59","2.367,48","208,56"
06/02/2022,"4.242,28","2.004,45","202,81"
06/02/2022,"3.971,24","1.678,90","192,39"
06/02/2022,"3.858,97","1.638,02","190,87"
06/02/2022,"3.803,81","1.620,56","190,87"
06/02/2022,"3.916,48","1.588,06",196
06/02/2022,"4.192,42","1.928,14","206,89"
06/02/2022,"4.445,02","2.415,43","208,56"
06/02/2022,"4.781,61","2.599,31",210
06/02/2022,"5.145,29","3.020,14","208,65"
06/02/2022,"5.304,93","2.849,51","206,89"
06/02/2022,"5.345,85","3.040,32",208
06/02/2022,"5.394,83","3.095,72","198,82"
06/02/2022,"5.164,20","2.796,45","189,37"
06/02/2022,"5.023,84","2.965,64","190,33"
06/02/2022,"5.098,45","3.080,40","197,12"
06/02/2022,"5.257,75","3.873,55","208,3"
06/02/2022,"5.657,52","4.567,39","216,33"
06/02/2022,"6.184,95","4.775,97",250
06/02/2022,"6.466,13","4.845,54","247,53"
06/02/2022,"6.349,15","4.752,15","216,33"
06/02/2022,"5.960,86","4.212,83","204,62"
06/02/2022,"5.456,32","3.494,64","198,9"
06/02/2022,"4.901,86","2.832,32","186,8"
07/02/2022,"4.400,20","2.652,46",178
07/02/2022,"4.052,69","2.239,12",172
07/02/2022,"3.859,17","2.255,26","168,74"
07/02/2022,"3.795,09","2.208,39","154,94"
07/02/2022,"3.853,89","2.243,12","162,45"
07/02/2022,"4.192,15","2.743,51",176
07/02/2022,"5.090,68","4.120,37","201,12"
07/02/2022,"6.041,88","4.945,55","220,61"
07/02/2022,"6.786,83","5.175,97",211
07/02/2022,"7.129,95","5.221,06","208,61"
07/02/2022,"7.087,11","5.140,81","200,57"
07/02/2022,"7.032,80","4.989,98","203,66"
07/02/2022,"6.967,19","5.015,52","198,66"
07/02/2022,"6.788,71","4.713,43","198,66"
07/02/2022,"6.942,90","4.883,07","203,66"
07/02/2022,"7.033,27","4.852,07","207,45"
07/02/2022,"7.232,40","5.477,52","212,61"
07/02/2022,"7.507,46","5.784,33","218,2"
07/02/2022,"7.789,99","5.821,83","235,78"
07/02/2022,"7.782,27","5.734,08","239,42"
07/02/2022,"7.351,40","5.656,94","226,8"
07/02/2022,"6.828,88","4.867,05","210,77"
07/02/2022,"6.140,32","4.182,40","201,3"
07/02/2022,"5.444,76","3.316,99","189,55"
08/02/2022,"4.857,83","2.661,93",184
08/02/2022,"4.496,29","2.623,29","179,88"
08/02/2022,"4.267,28","2.259,94","174,68"
08/02/2022,"4.185,55","2.116,91","170,88"
08/02/2022,"4.266,89","2.497,12","177,88"
08/02/2022,"4.540,16","2.544,64","183,62"
08/02/2022,"5.405,75","3.758,81",206
08/02/2022,"6.320,79","4.569,90","240,11"
08/02/2022,"6.959,42","5.105,40","251,4"
08/02/2022,"7.190,07","5.588,40","233,59"
08/02/2022,"7.066,33","5.548,74",202
08/02/2022,"7.003,04","5.306,91","197,57"
08/02/2022,"6.853,54","5.033,34","185,84"
08/02/2022,"6.667,39","4.872,02","185,61"
08/02/2022,"6.788,37","4.695,76","191,5"
08/02/2022,"6.926,82","4.173,31","197,99"
08/02/2022,"7.160,84","4.859,18","208,28"
08/02/2022,"7.497,70","4.587,72","219,74"
08/02/2022,"7.894,52","4.509,15","243,8"
08/02/2022,"7.946,20","4.385,74","249,49"
08/02/2022,"7.469,98","4.265,97","239,01"
08/02/2022,"6.906,98","4.021,31","214,5"
08/02/2022,"6.218,56","3.892,16","208,28"
08/02/2022,"5.504,45","2.832,10","200,57"
09/02/2022,"4.851,92","1.691,98",195
09/02/2022,"4.479,10","1.546,08","187,38"
09/02/2022,"4.269,51","1.160,88",185
09/02/2022,"4.209,59","1.090,63","183,85"
09/02/2022,"4.269,36","1.051,82",185
09/02/2022,"4.553,36","1.441,75","191,07"
09/02/2022,"5.439,66","3.167,22",218
09/02/2022,"6.336,18","4.059,13","237,91"
09/02/2022,"6.961,92","4.658,84",255
09/02/2022,"7.166,55","5.115,49","235,49"
09/02/2022,"7.039,48","4.806,86",212
09/02/2022,"6.912,33","4.546,49","205,99"
09/02/2022,"6.772,42","3.962,94","192,45"
09/02/2022,"6.584,19","3.814,33","191,11"
09/02/2022,"6.700,46","3.884,72","197,57"
09/02/2022,"6.828,13","4.220,86",212
09/02/2022,"7.043,73","4.703,75","233,41"
09/02/2022,"7.414,49","4.848,54","261,34"
09/02/2022,"7.888,44","4.930,49","307,25"
09/02/2022,"7.929,82","4.840,34","301,69"
09/02/2022,"7.484,20","4.618,67",246
09/02/2022,"6.948,64","4.559,49","224,54"
09/02/2022,"6.202,09","4.086,88","217,74"
09/02/2022,"5.503,91","3.166,11","208,3"
10/02/2022,"4.855,57","2.003,84","200,99"
10/02/2022,"4.490,83","1.710,36","192,61"
10/02/2022,"4.308,31","1.717,80","185,1"
10/02/2022,"4.269,30","1.544,42","184,27"
10/02/2022,"4.283,98","1.719,71","188,08"
10/02/2022,"4.572,75","2.018,10",202
10/02/2022,"5.355,14","3.633,08","214,2"
10/02/2022,"6.315,56","4.585,41","238,52"
10/02/2022,"6.936,84","5.162,95",255
10/02/2022,"7.076,78","5.622,61","230,16"
10/02/2022,"6.957,24","5.571,87",203
10/02/2022,"6.774,02","4.933,84","197,53"
10/02/2022,"6.620,56","4.890,15","189,71"
10/02/2022,"6.409,87","4.547,50",186
10/02/2022,"6.564,59","5.063,24","196,78"
10/02/2022,"6.692,74","5.826,57","205,92"
10/02/2022,"6.943,60","6.006,88","224,69"
10/02/2022,"7.325,27","5.918,67","236,34"
10/02/2022,"7.849,16","5.940,32","261,7"
10/02/2022,"7.917,39","5.837,56","258,09"
10/02/2022,"7.482,02","5.744,10","235,01"
10/02/2022,"6.908,04","5.634,81","215,66"
10/02/2022,"6.203,29","4.782,14","209,99"
10/02/2022,"5.473,20","3.010,35","195,71"
11/02/2022,"4.840,87","2.299,49","196,17"
11/02/2022,"4.494,94","2.034,13","186,7"
11/02/2022,"4.291,67","1.661,71",184
11/02/2022,"4.251,05","1.636,70","184,22"
11/02/2022,"4.263,34","1.634,94","186,49"
11/02/2022,"4.526,01","2.341,15","196,17"
11/02/2022,"5.356,82","4.571,33","214,45"
11/02/2022,"6.272,24","5.121,92","234,96"
11/02/2022,"6.950,38","5.607,41",247
11/02/2022,"7.183,85","5.997,32","235,84"
11/02/2022,"7.042,40","5.447,15","210,9"
11/02/2022,"6.863,99","5.318,39",196
11/02/2022,"6.713,14","5.145,90","194,93"
11/02/2022,"6.501,40","5.033,23","193,99"
11/02/2022,"6.606,71","5.146,77","200,57"
11/02/2022,"6.741,70","5.973,72","209,94"
11/02/2022,"7.004,99","5.850,41","227,84"
11/02/2022,"7.402,27","5.768,87","259,1"
11/02/2022,"7.880,18","5.788,81",294
11/02/2022,"7.913,53","5.549,30",289
11/02/2022,"7.445,50","5.468,69","234,84"
11/02/2022,"6.821,25","5.385,56",216
11/02/2022,"6.130,01","4.632,88","205,79"
11/02/2022,"5.465,61","4.017,27","197,89"
12/02/2022,"4.874,01","2.557,47","195,91"
12/02/2022,"4.521,99","2.330,05","187,2"
12/02/2022,"4.289,06","2.414,16","184,89"
12/02/2022,"4.221,62","2.146,84","170,24"
12/02/2022,"4.196,85","1.738,69","167,56"
12/02/2022,"4.327,39","2.045,73","168,38"
12/02/2022,"4.755,67","2.767,82","184,74"
12/02/2022,"5.279,29","3.246,19","207,43"
12/02/2022,"5.690,78","3.632,41","210,89"
12/02/2022,"5.989,44","3.935,37","211,17"
12/02/2022,"6.030,33","3.826,43","203,23"
12/02/2022,"5.913,20","3.816,33","184,74"
12/02/2022,"5.793,01","3.619,29","179,99"
12/02/2022,"5.594,21","3.378,65",171
12/02/2022,"5.553,15","3.207,77","168,39"
12/02/2022,"5.625,17","3.026,76","169,05"
12/02/2022,"5.771,47","3.537,55","184,4"
12/02/2022,"6.192,21","3.412,57","194,89"
12/02/2022,"6.823,25","3.834,11",215
12/02/2022,"7.068,53","3.958,46","231,55"
12/02/2022,"6.755,16","3.898,49",213
12/02/2022,"6.190,11","3.291,51","202,14"
12/02/2022,"5.630,96","2.862,42","199,67"
12/02/2022,"5.121,50","2.737,68","190,37"
13/02/2022,"4.623,69","2.213,84","196,9"
13/02/2022,"4.271,72","2.189,13","186,52"
13/02/2022,"4.003,73","2.129,49","184,3"
13/02/2022,"3.899,17","1.741,80","175,76"
13/02/2022,"3.845,63","1.735,76","173,06"
13/02/2022,"3.954,63","1.910,74","178,54"
13/02/2022,"4.244,23","2.075,99","189,33"
13/02/2022,"4.511,02","2.269,76","199,95"
13/02/2022,"4.794,99","2.509,75",192
13/02/2022,"5.173,13","2.802,02","191,69"
13/02/2022,"5.338,83","2.868,69","185,5"
13/02/2022,"5.408,17","2.678,37","178,53"
13/02/2022,"5.499,56","2.741,41","174,83"
13/02/2022,"5.260,92","2.053,72","167,37"
13/02/2022,"5.073,91","1.958,66","167,37"
13/02/2022,"5.140,48","2.538,30","180,12"
13/02/2022,"5.277,06","2.440,55","201,99"
13/02/2022,"5.671,00","3.060,66","218,96"
13/02/2022,"6.279,21","3.084,24",245
13/02/2022,"6.557,58","3.060,97","265,31"
13/02/2022,"6.415,54","3.015,60",243
13/02/2022,"6.071,29","2.835,49","226,44"
13/02/2022,"5.515,44","2.716,81","210,86"
13/02/2022,"4.997,44","2.436,28","199,95"
14/02/2022,"4.416,58","2.071,36","180,12"
14/02/2022,"4.094,89","1.772,71","174,05"
14/02/2022,"3.920,04","1.194,38","171,64"
14/02/2022,"3.872,82","1.264,44","170,2"
14/02/2022,"3.918,47","1.322,60","171,64"
14/02/2022,"4.224,01","2.413,09","182,72"
14/02/2022,"5.131,15","3.974,64","206,4"
14/02/2022,"6.090,96","4.701,63",225
14/02/2022,"6.786,36","5.061,23","253,98"
14/02/2022,"7.203,23","5.345,02","251,3"
14/02/2022,"7.184,68","5.457,67","233,03"
14/02/2022,"7.091,45","5.545,04","228,9"
14/02/2022,"7.085,82","5.606,39","211,8"
14/02/2022,"6.896,54","5.396,15","211,1"
14/02/2022,"7.000,86","5.352,02",215
14/02/2022,"7.111,12","5.772,88",218
14/02/2022,"7.216,39","5.620,36","217,26"
14/02/2022,"7.481,58","5.697,67","221,42"
14/02/2022,"7.855,07","5.772,36","236,9"
14/02/2022,"7.855,64","5.722,70","248,71"
